19 -2 6
19 -1 6
19 -1 7
19 -1 6
19 -1 7
18 -1 7
19 -1 7
19 -1 8
19 -1 7
20 -1 7
20 0 7
19 0 7
19 1 7
20 1 7
20 2 7
20 3 7
20 3 6
20 3 5
20 2 5
20 1 5
20 1 6
20 2 6
20 2 7
20 1 7
20 1 6
19 1 6
19 1 5
20 1 5
20 0 5
21 0 5
21 0 4
21 1 4
21 1 5
21 2 5
21 3 5
21 3 6
20 3 6
20 4 6
20 4 5
20 5 5
20 5 4
20 5 3
19 5 3
20 5 3
20 6 3
21 6 3
21 5 3
22 5 3
21 5 3
21 5 4
22 5 4
22 5 3
21 5 3
21 6 3
21 6 4
21 7 4
21 7 3
21 7 4
21 8 4
21 9 4
21 10 4
21 11 4
21 10 4
21 9 4
21 9 5
21 8 5
21 8 6
21 7 6
22 7 6
22 7 5
23 7 5
23 7 4
23 7 5
24 7 5
24 7 4
24 7 3
24 6 3
24 6 4
25 6 4
26 6 4
26 7 4
26 7 5
26 7 4
26 6 4
26 7 4
26 7 3
25 7 3
25 6 3
25 5 3
25 6 3
26 6 3
27 6 3
27 7 3
27 6 3
27 6 4
27 6 5
27 5 5
27 4 5
27 4 4
27 3 4
27 3 3
27 2 3
27 2 2
26 2 2
27 2 2
27 1 2
27 1 1
27 2 1
27 1 1
27 0 1
27 0 0
28 0 0
28 1 0
29 1 0
29 1 1
29 0 1
29 -1 1
29 0 1
29 -1 1
29 0 1
30 0 1
30 0 2
30 0 1
31 0 1
31 1 1
30 1 1
30 1 2
30 1 1
30 0 1
30 -1 1
29 -1 1
30 -1 1
31 -1 1
31 0 1
31 -1 1
31 -2 1
30 -2 1
29 -2 1
29 -2 2
29 -1 2
29 0 2
30 0 2
30 -1 2
31 -1 2
32 -1 2
32 -1 3
32 -1 4
31 -1 4
31 -1 5
31 -1 6
31 -2 6
31 -2 7
31 -1 7
32 -1 7
32 -1 6
32 -1 7
32 0 7
31 0 7
30 0 7
29 0 7
29 0 8
29 0 7
28 0 7
29 0 7
29 1 7
30 1 7
30 1 8
30 0 8
31 0 8
30 0 8
30 0 7
30 0 8
30 0 7
30 0 8
29 0 8
28 0 8
29 0 8
30 0 8
30 0 9
30 1 9
30 2 9
30 2 10
29 2 10
29 3 10
28 3 10
28 3 11
27 3 11
27 2 11
28 2 11
28 1 11
28 2 11
29 2 11
28 2 11
28 3 11
29 3 11
29 2 11
28 2 11
27 2 11
27 2 10
27 2 11
26 2 11
26 2 12
26 1 12
26 1 11
26 1 10
26 2 10
27 2 10
26 2 10
26 3 10
26 4 10
26 5 10
26 5 9
27 5 9
27 6 9
27 6 10
28 6 10
28 7 10
28 7 11
28 8 11
28 7 11
27 7 11
27 6 11
27 5 11
27 4 11
28 4 11
27 4 11
27 4 12
27 3 12
26 3 12
25 3 12
25 3 11
25 4 11
25 3 11
26 3 11
25 3 11
25 4 11
26 4 11
26 3 11
26 3 10
26 3 9
26 2 9
25 2 9
25 2 10
25 2 11
25 2 10
25 3 10
24 3 10
23 3 10
24 3 10
23 3 10
24 3 10
24 3 11
24 2 11
23 2 11
24 2 11
25 2 11
26 2 11
27 2 11
27 1 11
27 1 10
27 2 10
27 3 10
27 4 10
28 4 10
28 4 9
28 3 9
28 4 9
29 4 9
29 5 9
29 4 9
29 4 8
30 4 8
30 4 7
30 4 6
30 4 5
30 5 5
30 5 4
30 5 5
29 5 5
29 6 5
28 6 5
28 7 5
28 8 5
29 8 5
28 8 5
28 8 6
28 8 7
28 9 7
29 9 7
29 9 6
29 8 6
29 7 6
29 8 6
29 7 6
29 7 7
28 7 7
28 6 7
28 7 7
28 7 6
28 8 6
28 8 7
29 8 7
30 8 7
29 8 7
29 9 7
28 9 7
28 10 7
28 9 7
28 9 6
28 9 7
28 8 7
28 9 7
28 8 7
27 8 7
27 9 7
26 9 7
25 9 7
25 9 8
25 9 9
25 8 9
25 8 10
25 7 10
25 7 11
25 8 11
24 8 11
23 8 11
23 8 10
24 8 10
25 8 10
26 8 10
26 8 9
26 9 9
27 9 9
27 9 8
27 10 8
26 10 8
26 9 8
26 8 8
27 8 8
27 8 7
26 8 7
26 8 8
25 8 8
25 9 8
25 8 8
25 8 9
24 8 9
24 7 9
24 7 8
24 7 7
24 7 8
24 6 8
24 6 7
24 5 7
24 5 6
23 5 6
23 6 6
23 6 5
22 6 5
22 5 5
22 5 4
21 5 4
21 5 3
22 5 3
23 5 3
23 4 3
23 4 2
24 4 2
24 3 2
24 3 3
23 3 3
22 3 3
21 3 3
21 2 3
20 2 3
20 3 3
19 3 3
18 3 3
17 3 3
18 3 3
18 3 2
18 3 1
18 2 1
19 2 1
18 2 1
18 3 1
18 3 2
18 4 2
18 4 1
19 4 1
19 4 2
19 3 2
19 3 3
18 3 3
18 3 4
19 3 4
19 2 4
19 1 4
19 1 5
18 1 5
17 1 5
17 1 4
17 1 3
17 1 2
17 1 1
17 1 0
17 1 1
17 2 1
17 2 2
18 2 2
18 2 1
18 2 2
18 1 2
17 1 2
17 0 2
18 0 2
19 0 2
20 0 2
20 0 1
20 0 2
20 -1 2
19 -1 2
20 -1 2
21 -1 2
21 -2 2
21 -1 2
20 -1 2
20 -2 2
20 -2 3
20 -1 3
21 -1 3
22 -1 3
22 -1 4
21 -1 4
22 -1 4
22 -1 5
22 -2 5
23 -2 5
24 -2 5
25 -2 5
26 -2 5
26 -2 6
25 -2 6
25 -1 6
24 -1 6
24 -1 5
23 -1 5
23 0 5
23 1 5
23 0 5
23 -1 5
23 -1 4
23 -2 4
22 -2 4
21 -2 4
21 -2 5
20 -2 5
20 -2 4
19 -2 4
19 -2 5
19 -3 5
19 -3 4
18 -3 4
18 -3 3
18 -3 4
18 -3 5
18 -3 4
18 -4 4
17 -4 4
17 -5 4
17 -6 4
17 -6 3
18 -6 3
19 -6 3
19 -6 4
19 -6 3
18 -6 3
18 -6 2
18 -5 2
18 -6 2
17 -6 2
17 -7 2
17 -7 3
17 -7 4
17 -6 4
17 -6 3
17 -6 2
17 -6 1
17 -6 2
17 -6 3
17 -7 3
17 -6 3
18 -6 3
18 -6 4
18 -5 4
18 -5 5
18 -4 5
18 -5 5
18 -6 5
18 -5 5
18 -5 6
19 -5 6
19 -4 6
19 -3 6
19 -3 7
20 -3 7
20 -3 6
21 -3 6
21 -4 6
21 -5 6
21 -5 5
21 -6 5
22 -6 5
21 -6 5
21 -7 5
20 -7 5
21 -7 5
21 -7 4
20 -7 4
19 -7 4
19 -6 4
18 -6 4
18 -5 4
18 -6 4
18 -6 5
18 -7 5
18 -6 5
17 -6 5
18 -6 5
17 -6 5
18 -6 5
18 -7 5
18 -8 5
18 -9 5
18 -9 4
18 -9 3
19 -9 3
19 -8 3
19 -7 3
19 -7 2
19 -7 3
19 -8 3
19 -7 3
19 -8 3
19 -8 4
19 -9 4
19 -9 5
19 -9 4
20 -9 4
20 -8 4
20 -8 3
21 -8 3
21 -8 2
20 -8 2
20 -8 1
20 -9 1
21 -9 1
21 -9 2
21 -9 3
22 -9 3
21 -9 3
21 -9 2
22 -9 2
22 -9 1
22 -8 1
22 -8 2
22 -8 3
22 -8 4
22 -7 4
23 -7 4
23 -7 3
22 -7 3
22 -6 3
22 -6 4
22 -6 3
21 -6 3
21 -7 3
20 -7 3
20 -7 4
19 -7 4
18 -7 4
19 -7 4
19 -6 4
19 -6 3
19 -6 4
19 -6 3
18 -6 3
18 -6 4
18 -6 3
18 -6 2
18 -5 2
17 -5 2
17 -5 1
17 -5 0
17 -4 0
17 -5 0
17 -5 -1
17 -5 0
16 -5 0
16 -6 0
16 -5 0
17 -5 0
17 -5 1
18 -5 1
19 -5 1
19 -5 0
19 -5 1
19 -6 1
19 -7 1
18 -7 1
18 -7 2
18 -6 2
18 -6 1
19 -6 1
19 -6 2
19 -5 2
19 -5 1
19 -4 1
20 -4 1
20 -4 2
20 -3 2
20 -4 2
20 -5 2
20 -4 2
19 -4 2
18 -4 2
18 -4 3
18 -4 4
18 -3 4
18 -3 5
18 -4 5
18 -5 5
18 -4 5
18 -5 5
18 -5 4
18 -4 4
18 -3 4
18 -3 5
18 -4 5
17 -4 5
17 -5 5
16 -5 5
16 -5 4
16 -4 4
16 -4 5
15 -4 5
15 -4 6
16 -4 6
16 -3 6
15 -3 6
16 -3 6
15 -3 6
16 -3 6
16 -3 7
16 -4 7
17 -4 7
18 -4 7
17 -4 7
17 -3 7
17 -2 7
17 -1 7
17 -1 8
17 -1 7
16 -1 7
15 -1 7
16 -1 7
16 -1 8
16 0 8
15 0 8
15 -1 8
15 -1 9
15 -1 8
15 -1 9
15 -2 9
15 -1 9
15 -1 8
15 -2 8
14 -2 8
13 -2 8
13 -2 7
12 -2 7
12 -3 7
13 -3 7
13 -3 6
13 -2 6
13 -2 5
14 -2 5
14 -2 6
14 -3 6
14 -4 6
14 -5 6
14 -5 7
14 -5 8
14 -6 8
14 -6 9
14 -7 9
14 -7 10
14 -7 9
14 -7 8
14 -7 7
14 -6 7
14 -6 6
14 -5 6
14 -6 6
13 -6 6
13 -6 7
13 -6 8
13 -6 9
13 -6 8
13 -6 9
13 -6 8
13 -7 8
13 -6 8
13 -7 8
13 -7 7
14 -7 7
14 -8 7
14 -8 6
13 -8 6
12 -8 6
12 -8 5
12 -8 4
13 -8 4
13 -8 3
13 -7 3
13 -7 2
14 -7 2
14 -7 3
14 -8 3
15 -8 3
14 -8 3
14 -8 4
15 -8 4
16 -8 4
16 -8 3
16 -8 2
16 -8 1
16 -8 2
16 -7 2
16 -7 3
15 -7 3
15 -6 3
15 -6 4
15 -6 3
14 -6 3
14 -7 3
14 -6 3
14 -6 4
14 -7 4
14 -8 4
13 -8 4
13 -9 4
13 -9 5
13 -8 5
13 -8 6
13 -8 7
13 -9 7
13 -9 6
12 -9 6
12 -9 7
11 -9 7
11 -9 6
11 -9 7
11 -8 7
11 -7 7
12 -7 7
11 -7 7
11 -6 7
12 -6 7
11 -6 7
10 -6 7
11 -6 7
11 -6 6
10 -6 6
10 -6 5
11 -6 5
11 -6 4
10 -6 4
10 -5 4
10 -5 3
10 -5 4
10 -4 4
11 -4 4
11 -3 4
11 -3 5
11 -2 5
10 -2 5
10 -1 5
10 0 5
10 0 6
10 1 6
10 1 5
10 0 5
11 0 5
10 0 5
10 -1 5
10 -1 6
9 -1 6
9 -1 7
8 -1 7
9 -1 7
9 -1 6
9 -1 5
9 0 5
10 0 5
10 -1 5
10 -2 5
10 -2 4
11 -2 4
11 -2 3
10 -2 3
10 -2 4
10 -2 3
10 -2 4
10 -2 3
10 -1 3
9 -1 3
9 -1 2
9 -2 2
9 -2 3
9 -3 3
10 -3 3
10 -3 4
10 -2 4
9 -2 4
10 -2 4
10 -1 4
10 -2 4
9 -2 4
10 -2 4
10 -2 3
10 -1 3
10 -1 2
10 -2 2
10 -2 1
11 -2 1
12 -2 1
12 -2 2
11 -2 2
11 -2 1
11 -3 1
11 -4 1
12 -4 1
12 -5 1
13 -5 1
13 -6 1
12 -6 1
12 -6 2
13 -6 2
13 -6 1
13 -6 0
13 -7 0
13 -7 1
13 -7 2
13 -6 2
13 -7 2
13 -7 3
13 -6 3
13 -6 2
13 -5 2
13 -4 2
14 -4 2
14 -4 3
14 -5 3
14 -5 2
14 -5 1
15 -5 1
15 -5 0
15 -5 -1
15 -5 -2
15 -5 -3
15 -4 -3
15 -4 -4
15 -4 -3
16 -4 -3
17 -4 -3
17 -4 -4
17 -4 -5
17 -5 -5
18 -5 -5
18 -5 -4
18 -6 -4
18 -7 -4
18 -8 -4
19 -8 -4
19 -8 -5
19 -9 -5
20 -9 -5
20 -10 -5
21 -10 -5
22 -10 -5
21 -10 -5
20 -10 -5
20 -9 -5
21 -9 -5
21 -8 -5
20 -8 -5
20 -7 -5
20 -8 -5
20 -7 -5
21 -7 -5
20 -7 -5
20 -8 -5
20 -8 -6
19 -8 -6
19 -9 -6
19 -9 -7
18 -9 -7
18 -9 -6
17 -9 -6
17 -9 -5
17 -8 -5
17 -7 -5
18 -7 -5
18 -8 -5
19 -8 -5
19 -9 -5
19 -8 -5
18 -8 -5
18 -7 -5
19 -7 -5
19 -7 -6
19 -6 -6
18 -6 -6
17 -6 -6
17 -5 -6
17 -5 -7
17 -5 -6
17 -6 -6
17 -6 -5
17 -6 -4
16 -6 -4
16 -7 -4
17 -7 -4
18 -7 -4
17 -7 -4
17 -7 -5
18 -7 -5
17 -7 -5
18 -7 -5
18 -8 -5
18 -9 -5
19 -9 -5
19 -9 -6
19 -9 -5
20 -9 -5
20 -9 -4
20 -10 -4
20 -11 -4
19 -11 -4
18 -11 -4
18 -10 -4
18 -9 -4
18 -8 -4
17 -8 -4
16 -8 -4
16 -8 -5
16 -8 -6
17 -8 -6
17 -9 -6
17 -10 -6
17 -11 -6
17 -10 -6
17 -10 -5
17 -10 -6
17 -10 -7
17 -11 -7
18 -11 -7
18 -12 -7
18 -12 -6
18 -11 -6
18 -11 -7
18 -11 -6
18 -11 -7
18 -11 -6
18 -11 -5
17 -11 -5
17 -10 -5
17 -10 -4
17 -10 -5
17 -10 -4
17 -11 -4
16 -11 -4
16 -11 -3
16 -11 -4
15 -11 -4
14 -11 -4
14 -12 -4
14 -12 -5
14 -13 -5
14 -13 -4
14 -13 -3
14 -14 -3
14 -14 -4
14 -13 -4
14 -12 -4
14 -12 -3
14 -11 -3
14 -11 -2
14 -11 -1
15 -11 -1
15 -12 -1
15 -11 -1
15 -11 0
15 -11 1
15 -11 2
15 -12 2
15 -11 2
15 -11 3
15 -12 3
15 -12 2
15 -12 3
15 -12 2
14 -12 2
15 -12 2
15 -13 2
15 -13 1
14 -13 1
14 -14 1
14 -14 0
13 -14 0
13 -15 0
13 -15 -1
13 -15 0
13 -15 -1
13 -16 -1
13 -15 -1
12 -15 -1
13 -15 -1
13 -15 0
12 -15 0
12 -15 1
12 -16 1
11 -16 1
11 -15 1
10 -15 1
10 -15 0
10 -15 1
10 -14 1
10 -13 1
10 -12 1
9 -12 1
9 -11 1
9 -12 1
9 -12 2
8 -12 2
8 -13 2
9 -13 2
9 -13 1
8 -13 1
7 -13 1
7 -13 2
6 -13 2
6 -13 3
6 -14 3
5 -14 3
6 -14 3
5 -14 3
4 -14 3
4 -14 2
4 -14 1
5 -14 1
5 -14 0
6 -14 0
6 -15 0
5 -15 0
6 -15 0
6 -15 1
6 -16 1
7 -16 1
7 -16 2
7 -15 2
8 -15 2
8 -14 2
8 -15 2
8 -15 3
8 -15 2
8 -14 2
8 -15 2
9 -15 2
9 -15 3
9 -16 3
9 -16 4
8 -16 4
9 -16 4
8 -16 4
8 -16 3
8 -17 3
8 -17 2
7 -17 2
7 -17 1
6 -17 1
6 -17 2
6 -17 1
6 -17 0
6 -17 1
6 -17 0
6 -18 0
5 -18 0
5 -17 0
5 -17 -1
5 -18 -1
5 -18 0
5 -17 0
5 -16 0
6 -16 0
7 -16 0
7 -16 1
7 -17 1
7 -17 2
6 -17 2
6 -17 3
6 -18 3
6 -18 4
6 -19 4
6 -19 3
6 -18 3
7 -18 3
7 -19 3
8 -19 3
8 -18 3
9 -18 3
8 -18 3
8 -17 3
8 -18 3
9 -18 3
9 -17 3
9 -17 4
10 -17 4
11 -17 4
12 -17 4
12 -17 3
12 -18 3
13 -18 3
12 -18 3
12 -18 2
12 -18 3
12 -18 2
11 -18 2
11 -18 1
11 -18 0
11 -19 0
11 -19 -1
11 -18 -1
11 -17 -1
11 -17 0
11 -17 1
12 -17 1
12 -18 1
12 -18 2
12 -18 1
13 -18 1
13 -18 0
12 -18 0
13 -18 0
14 -18 0
13 -18 0
13 -19 0
12 -19 0
13 -19 0
13 -18 0
14 -18 0
13 -18 0
12 -18 0
12 -18 -1
12 -19 -1
13 -19 -1
12 -19 -1
12 -19 0
12 -20 0
12 -20 1
13 -20 1
13 -21 1
13 -21 2
12 -21 2
12 -21 3
11 -21 3
11 -21 2
12 -21 2
11 -21 2
11 -20 2
11 -21 2
11 -21 3
11 -20 3
12 -20 3
12 -21 3
13 -21 3
13 -20 3
13 -20 2
14 -20 2
15 -20 2
16 -20 2
16 -21 2
16 -21 1
16 -22 1
15 -22 1
15 -22 2
15 -23 2
15 -23 1
15 -23 0
15 -23 1
15 -23 0
16 -23 0
15 -23 0
16 -23 0
16 -22 0
16 -22 -1
16 -23 -1
16 -24 -1
16 -24 -2
16 -25 -2
16 -25 -1
16 -26 -1
16 -26 -2
16 -25 -2
16 -25 -1
15 -25 -1
15 -26 -1
16 -26 -1
16 -25 -1
15 -25 -1
14 -25 -1
15 -25 -1
15 -24 -1
15 -24 -2
15 -24 -1
15 -25 -1
14 -25 -1
14 -26 -1
14 -25 -1
14 -25 -2
14 -26 -2
14 -27 -2
14 -27 -3
15 -27 -3
15 -28 -3
14 -28 -3
14 -29 -3
14 -29 -2
13 -29 -2
13 -29 -1
13 -28 -1
13 -28 0
13 -29 0
13 -30 0
14 -30 0
14 -29 0
14 -29 1
14 -29 2
14 -28 2
14 -28 3
14 -27 3
15 -27 3
14 -27 3
14 -27 2
14 -28 2
14 -29 2
15 -29 2
15 -29 3
14 -29 3
14 -30 3
14 -29 3
14 -29 2
14 -30 2
14 -30 3
14 -30 2
14 -30 3
13 -30 3
13 -29 3
14 -29 3
14 -29 2
15 -29 2
15 -29 3
15 -28 3
16 -28 3
16 -28 4
16 -28 3
15 -28 3
15 -28 2
16 -28 2
16 -28 1
16 -29 1
16 -29 2
16 -28 2
16 -27 2
17 -27 2
17 -28 2
17 -28 3
17 -28 4
17 -27 4
17 -27 5
17 -27 4
18 -27 4
17 -27 4
17 -28 4
17 -28 3
17 -27 3
17 -27 4
17 -27 5
17 -27 4
17 -28 4
17 -28 5
17 -27 5
17 -27 6
16 -27 6
17 -27 6
18 -27 6
19 -27 6
19 -26 6
19 -26 5
19 -25 5
18 -25 5
18 -25 4
18 -24 4
18 -23 4
18 -24 4
18 -25 4
18 -25 3
17 -25 3
18 -25 3
18 -25 4
18 -24 4
18 -25 4
18 -25 3
18 -25 4
18 -25 5
17 -25 5
17 -26 5
17 -27 5
17 -26 5
18 -26 5
18 -27 5
19 -27 5
19 -26 5
19 -26 4
19 -26 5
20 -26 5
20 -26 4
19 -26 4
19 -27 4
19 -27 3
19 -27 4
19 -28 4
20 -28 4
20 -27 4
20 -26 4
19 -26 4
19 -26 3
19 -26 2
18 -26 2
17 -26 2
16 -26 2
16 -27 2
16 -27 3
16 -27 2
16 -26 2
16 -26 3
16 -25 3
16 -26 3
16 -26 4
16 -27 4
16 -27 5
16 -26 5
16 -27 5
16 -26 5
16 -26 6
16 -25 6
15 -25 6
16 -25 6
16 -25 5
15 -25 5
15 -26 5
16 -26 5
17 -26 5
18 -26 5
18 -27 5
18 -26 5
18 -25 5
18 -24 5
18 -23 5
18 -23 4
18 -22 4
18 -22 5
18 -23 5
19 -23 5
19 -24 5
20 -24 5
20 -24 4
20 -23 4
20 -23 5
20 -23 6
20 -24 6
19 -24 6
19 -24 5
19 -24 6
19 -25 6
20 -25 6
20 -25 7
19 -25 7
19 -25 8
19 -26 8
19 -26 9
19 -27 9
19 -26 9
18 -26 9
18 -25 9
18 -25 8
19 -25 8
19 -26 8
20 -26 8
20 -26 7
20 -27 7
20 -27 6
20 -27 5
20 -28 5
21 -28 5
21 -28 4
21 -28 5
21 -28 4
22 -28 4
22 -27 4
23 -27 4
23 -27 5
23 -28 5
23 -28 4
22 -28 4
22 -29 4
23 -29 4
22 -29 4
21 -29 4
21 -29 5
21 -29 4
21 -29 3
20 -29 3
20 -29 4
20 -29 5
21 -29 5
21 -28 5
21 -28 6
20 -28 6
20 -29 6
20 -28 6
20 -28 7
20 -29 7
20 -30 7
20 -30 6
19 -30 6
19 -30 5
19 -29 5
19 -30 5
19 -30 4
19 -31 4
19 -30 4
19 -30 3
20 -30 3
20 -30 4
20 -30 5
20 -30 6
20 -30 5
20 -31 5
20 -31 6
21 -31 6
21 -31 7
21 -32 7
21 -31 7
22 -31 7
22 -30 7
21 -30 7
21 -29 7
21 -29 8
22 -29 8
21 -29 8
21 -28 8
20 -28 8
19 -28 8
19 -28 7
19 -28 6
18 -28 6
18 -27 6
17 -27 6
17 -27 5
16 -27 5
17 -27 5
16 -27 5
16 -27 6
17 -27 6
17 -27 5
18 -27 5
18 -26 5
19 -26 5
18 -26 5
18 -25 5
18 -26 5
18 -26 4
17 -26 4
